epoch,step,train/loss,train/reward,val/reward
10,1059,-0.2817710340023041,-5.993833541870117,
10,1069,-0.26843592524528503,-5.978143692016602,
10,1077,,,-5.884986400604248
11,1079,-0.27472299337387085,-5.976995944976807,
11,1089,-0.27365076541900635,-5.951631546020508,
11,1099,-0.27686163783073425,-5.978292942047119,
11,1109,-0.25611987709999084,-5.971488952636719,
11,1119,-0.27688872814178467,-6.001945495605469,
11,1129,-0.2806190550327301,-5.990067481994629,
11,1139,-0.26978403329849243,-6.017633438110352,
11,1149,-0.2817836403846741,-5.948384761810303,
11,1159,-0.2680647075176239,-5.974769592285156,
11,1169,-0.27751556038856506,-5.9010796546936035,
11,1175,,,-5.87957239151001
12,1179,-0.2743726372718811,-5.957566738128662,
12,1189,-0.2844732403755188,-5.982104778289795,
12,1199,-0.271446168422699,-5.976153373718262,
12,1209,-0.2684978246688843,-5.9857611656188965,
12,1219,-0.26658496260643005,-5.932381629943848,
12,1229,-0.26761704683303833,-5.978951454162598,
12,1239,-0.26688307523727417,-5.953197002410889,
12,1249,-0.2545987367630005,-5.975605487823486,
12,1259,-0.2600419223308563,-5.978001117706299,
12,1269,-0.2637483775615692,-5.948119640350342,
12,1273,,,-5.873661518096924
13,1279,-0.24533604085445404,-5.962854385375977,
13,1289,-0.2694423198699951,-5.961913585662842,
13,1299,-0.2612958550453186,-5.95862340927124,
13,1309,-0.2585234045982361,-5.926385402679443,
13,1319,-0.26155975461006165,-5.960367679595947,
13,1329,-0.2738691568374634,-5.993249893188477,
13,1339,-0.2672823667526245,-5.938865661621094,
13,1349,-0.2686620354652405,-5.92921781539917,
13,1359,-0.25779908895492554,-5.935342788696289,
13,1369,-0.253927081823349,-5.932133674621582,
13,1371,,,-5.871004581451416
14,1379,-0.2717689871788025,-5.913339614868164,
14,1389,-0.2575738728046417,-6.022007942199707,
14,1399,-0.2567943036556244,-5.9929375648498535,
14,1409,-0.2531616687774658,-5.937337398529053,
14,1419,-0.2638684809207916,-5.9573283195495605,
14,1429,-0.2638150155544281,-5.910953998565674,
14,1439,-0.25510671734809875,-5.990437984466553,
14,1449,-0.24590539932250977,-5.938174724578857,
14,1459,-0.26359421014785767,-5.938251972198486,
14,1469,-0.27137020230293274,-5.909402847290039,
14,1469,,,-5.865213871002197
15,1479,-0.2662582993507385,-5.9485859870910645,
15,1489,-0.25042518973350525,-5.932032585144043,
15,1499,-0.2782321870326996,-5.976894378662109,
15,1509,-0.2618943452835083,-5.945788860321045,
15,1519,-0.2582634389400482,-5.91921329498291,
15,1529,-0.25345057249069214,-5.922033786773682,
15,1539,-0.2491985410451889,-5.947387218475342,
15,1549,-0.2460816651582718,-5.947213172912598,
15,1559,-0.26445281505584717,-5.951397895812988,
15,1567,,,-5.8614068031311035
16,1569,-0.24142368137836456,-5.962037563323975,
16,1579,-0.25384077429771423,-5.936824798583984,
16,1589,-0.2581337094306946,-5.881860733032227,
16,1599,-0.25014322996139526,-5.906979560852051,
16,1609,-0.24381038546562195,-5.917860507965088,
16,1619,-0.2520453631877899,-5.922126293182373,
16,1629,-0.2457653284072876,-5.938313961029053,
16,1639,-0.24492192268371582,-5.926181793212891,
16,1649,-0.2564789354801178,-5.9695844650268555,
16,1659,-0.24131286144256592,-5.879950046539307,
16,1665,,,-5.854406833648682
17,1669,-0.2480297088623047,-5.915463447570801,
17,1679,-0.24602669477462769,-5.974064350128174,
17,1689,-0.25202861428260803,-5.959797382354736,
17,1699,-0.23795348405838013,-5.880890369415283,
17,1709,-0.2321683168411255,-5.9143757820129395,
17,1719,-0.23244835436344147,-5.922636032104492,
17,1729,-0.24395142495632172,-5.918615818023682,
17,1739,-0.27682191133499146,-5.931483268737793,
17,1749,-0.24614134430885315,-5.955097675323486,
17,1759,-0.2367761731147766,-5.952841281890869,
17,1763,,,-5.850251197814941
18,1769,-0.24701844155788422,-5.934942245483398,
18,1779,-0.23763053119182587,-5.880231857299805,
18,1789,-0.25505223870277405,-5.893014907836914,
18,1799,-0.2425617277622223,-5.896165370941162,
18,1809,-0.23967477679252625,-5.872305393218994,
18,1819,-0.24492815136909485,-5.955746650695801,
18,1829,-0.23006103932857513,-5.935780048370361,
18,1839,-0.22028008103370667,-5.901740550994873,
18,1849,-0.2461826503276825,-5.947665214538574,
18,1859,-0.23365196585655212,-5.937620162963867,
18,1861,,,-5.8479108810424805
19,1869,-0.23880451917648315,-5.981199264526367,
19,1879,-0.24470113217830658,-5.9320149421691895,
19,1889,-0.2285909205675125,-5.893561840057373,
19,1899,-0.23226451873779297,-5.9570794105529785,
19,1909,-0.23319648206233978,-5.94576358795166,
19,1919,-0.253695011138916,-5.919618606567383,
19,1929,-0.2287532389163971,-5.966198921203613,
19,1939,-0.2322799116373062,-5.914492607116699,
19,1949,-0.23654313385486603,-5.908193111419678,
19,1959,-0.23321250081062317,-5.874755382537842,
19,1959,,,-5.844265460968018
20,1969,-0.22435566782951355,-5.922078609466553,
20,1979,-0.24004168808460236,-5.92834997177124,
20,1989,-0.22440725564956665,-5.859806060791016,
20,1999,-0.23843301832675934,-5.8961501121521,
20,2009,-0.2276574820280075,-5.89579963684082,
20,2019,-0.22754986584186554,-5.9195966720581055,
20,2029,-0.22947396337985992,-5.9555792808532715,
20,2039,-0.22940368950366974,-5.939289569854736,
20,2049,-0.2394491285085678,-5.914521217346191,
20,2057,,,-5.848968505859375
21,2059,-0.2328433096408844,-5.8954949378967285,
21,2069,-0.2241142988204956,-5.899141788482666,
21,2079,-0.2343292087316513,-5.947504997253418,
21,2089,-0.22331753373146057,-5.882181167602539,
21,2099,-0.22667208313941956,-5.941837787628174,
21,2109,-0.21814067661762238,-5.881604194641113,
21,2119,-0.21809391677379608,-5.872048377990723,
21,2129,-0.23244130611419678,-5.918361663818359,
21,2139,-0.24126040935516357,-5.9111785888671875,
21,2149,-0.2163560390472412,-5.9238433837890625,
21,2155,,,-5.840950965881348
22,2159,-0.22377276420593262,-5.924612522125244,
22,2169,-0.22343957424163818,-5.908292770385742,
22,2179,-0.2195793241262436,-5.85833740234375,
22,2189,-0.2248450666666031,-5.9546685218811035,
22,2199,-0.22337141633033752,-5.938161373138428,
22,2209,-0.22332215309143066,-5.860008239746094,
22,2219,-0.22420918941497803,-5.9564290046691895,
22,2229,-0.23743011057376862,-5.908524513244629,
22,2239,-0.22372719645500183,-5.895481586456299,
22,2249,-0.21665334701538086,-5.87789249420166,
22,2253,,,-5.838851451873779
23,2259,-0.2270740568637848,-5.890702724456787,
23,2269,-0.21997259557247162,-5.861902713775635,
23,2279,-0.2241995930671692,-5.865214824676514,
23,2289,-0.20684942603111267,-5.938103675842285,
23,2299,-0.20244349539279938,-5.901181221008301,
23,2309,-0.2132752537727356,-5.890512466430664,
23,2319,-0.21189245581626892,-5.891444206237793,
23,2329,-0.20193079113960266,-5.899109363555908,
23,2339,-0.21025770902633667,-5.876732349395752,
23,2349,-0.19417612254619598,-5.881342887878418,
23,2351,,,-5.838515758514404
24,2359,-0.21510222554206848,-5.897159099578857,
24,2369,-0.2150179147720337,-5.880475997924805,
24,2379,-0.21643830835819244,-5.88425874710083,
24,2389,-0.2183523029088974,-5.84657621383667,
24,2399,-0.20967809855937958,-5.865333557128906,
24,2409,-0.20778486132621765,-5.872680187225342,
24,2419,-0.2006211131811142,-5.886041164398193,
24,2429,-0.21275480091571808,-5.903438568115234,
24,2439,-0.21084724366664886,-5.8950324058532715,
24,2449,-0.2303677350282669,-5.928102016448975,
24,2449,,,-5.832493305206299
25,2459,-0.21140925586223602,-5.9450483322143555,
25,2469,-0.20668908953666687,-5.875622749328613,
25,2479,-0.2115778774023056,-5.892784118652344,
25,2489,-0.1951831877231598,-5.902237415313721,
25,2499,-0.20492428541183472,-5.858674049377441,
25,2509,-0.20856472849845886,-5.912615776062012,
25,2519,-0.20459897816181183,-5.860503673553467,
25,2529,-0.22209082543849945,-5.913929462432861,
25,2539,-0.20445293188095093,-5.8759965896606445,
25,2547,,,-5.832147598266602
26,2549,-0.20834873616695404,-5.8924384117126465,
26,2559,-0.20039872825145721,-5.886496067047119,
26,2569,-0.20775701105594635,-5.889459133148193,
26,2579,-0.21815825998783112,-5.935171604156494,
26,2589,-0.1992906928062439,-5.899261474609375,
26,2599,-0.1951931118965149,-5.953347206115723,
26,2609,-0.19503092765808105,-5.912193298339844,
26,2619,-0.20940402150154114,-5.911844253540039,
26,2629,-0.20635613799095154,-5.861593723297119,
26,2639,-0.19173873960971832,-5.913051605224609,
26,2645,,,-5.829419136047363
27,2649,-0.1933050900697708,-5.85368013381958,
27,2659,-0.21226897835731506,-5.904117584228516,
27,2669,-0.18129995465278625,-5.8902506828308105,
27,2679,-0.1954662799835205,-5.885952949523926,
27,2689,-0.18610508739948273,-5.873736381530762,
27,2699,-0.198957160115242,-5.917926788330078,
27,2709,-0.19851163029670715,-5.903755187988281,
27,2719,-0.2065895050764084,-5.8930983543396,
27,2729,-0.1955849975347519,-5.891878604888916,
27,2739,-0.19592402875423431,-5.895702838897705,
27,2743,,,-5.825937271118164
28,2749,-0.20617619156837463,-5.904611587524414,
28,2759,-0.1842653602361679,-5.859830856323242,
28,2769,-0.19352987408638,-5.884796619415283,
28,2779,-0.18704380095005035,-5.8665852546691895,
28,2789,-0.18530941009521484,-5.899088382720947,
28,2799,-0.19230224192142487,-5.872082710266113,
28,2809,-0.19807209074497223,-5.888938903808594,
28,2819,-0.1986164152622223,-5.9011430740356445,
28,2829,-0.20374995470046997,-5.909243583679199,
28,2839,-0.18692640960216522,-5.905977725982666,
28,2841,,,-5.822079181671143
29,2849,-0.19385139644145966,-5.913087368011475,
29,2859,-0.19040264189243317,-5.828450679779053,
29,2869,-0.2060813307762146,-5.840940475463867,
29,2879,-0.18995049595832825,-5.883339881896973,
29,2889,-0.1762494146823883,-5.8746747970581055,
29,2899,-0.1956406980752945,-5.85081148147583,
29,2909,-0.19524459540843964,-5.834811687469482,
29,2919,-0.1986117959022522,-5.852632999420166,
29,2929,-0.18629299104213715,-5.86470890045166,
29,2939,-0.17981283366680145,-5.889459609985352,
29,2939,,,-5.821340084075928
